description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Magic Ring - ChamUmUmEld - Arctic Blast	1				100					5	ring,mag	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Rare Ring - ChamUmUmEld - Arctic Blast	1				100					5	ring,rar	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Magic Weapon - ZodJahGulIst - Fissure	1				100					5	weap,mag	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Rare Weapon - ZodJahGulIst - Fissure	1				100					5	weap,rar	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Magic Amu - ZodJahGulIst - Fissure	1				100					5	amu,mag	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Rare Amu - ZodJahGulIst - Fissure	1				100					5	amu,rar	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Magic Shield - ZodJahGulIst - Fissure	1				100					5	shld,mag	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Rare Shield - ZodJahGulIst - Fissure	1				100					5	shld,rar	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Magic Ring - ZodJahGulIst - Fissure	1				100					5	ring,mag	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Rare Ring - ZodJahGulIst - Fissure	1				100					5	ring,rar	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Magic Belt - ZodJahGulIst - Fissure	1				100					5	belt,mag	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Rare Belt - ZodJahGulIst - Fissure	1				100					5	belt,rar	r33	r31	r25	r24			useitem				addxp			1	1	oskill		234	15	25	hit-skill		234	10	30																																																																					0
Magic Weapon - LoMalUmIth - Twister and Tornado	1				100					5	weap,mag	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Rare Weapon - LoMalUmIth - Twister and Tornado	1				100					5	weap,rar	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Magic Amu - LoMalUmIth - Twister and Tornado	1				100					5	amu,mag	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Rare Amu - LoMalUmIth - Twister and Tornado	1				100					5	amu,rar	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Magic Shield - LoMalUmIth - Twister and Tornado	1				100					5	shld,mag	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Rare Shield - LoMalUmIth - Twister and Tornado	1				100					5	shld,rar	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Magic Ring - LoMalUmIth - Twister and Tornado	1				100					5	ring,mag	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Rare Ring - LoMalUmIth - Twister and Tornado	1				100					5	ring,rar	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Magic Belt - LoMalUmIth - Twister and Tornado	1				100					5	belt,mag	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Rare Belt - LoMalUmIth - Twister and Tornado	1				100					5	belt,rar	r28	r23	r22	r06			useitem				addxp			1	1	oskill		240	15	25	hit-skill		240	15	30	oskill		245	15	25	hit-skill		245	15	30																																																											0
Magic Weapon - ZodBerBerTir - Volcano	1				100					5	weap,mag	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Rare Weapon - ZodBerBerTir - Volcano	1				100					5	weap,rar	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Magic Amu - ZodBerBerTir - Volcano	1				100					5	amu,mag	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Rare Amu - ZodBerBerTir - Volcano	1				100					5	amu,rar	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Magic Shield - ZodBerBerTir - Volcano	1				100					5	shld,mag	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Rare Shield - ZodBerBerTir - Volcano	1				100					5	shld,rar	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Magic Ring - ZodBerBerTir - Volcano	1				100					5	ring,mag	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Rare Ring - ZodBerBerTir - Volcano	1				100					5	ring,rar	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Magic Belt - ZodBerBerTir - Volcano	1				100					5	belt,mag	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Rare Belt - ZodBerBerTir - Volcano	1				100					5	belt,rar	r33	r30,qty=2	r03				useitem				addxp			1	1	oskill		244	15	25	hit-skill		244	5	30																																																																					0
Magic Weapon - JahSurSurTal - Armageddon	1				100					5	weap,mag	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Rare Weapon - JahSurSurTal - Armageddon	1				100					5	weap,rar	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Magic Amu - JahSurSurTal - Armageddon	1				100					5	amu,mag	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Rare Amu - JahSurSurTal - Armageddon	1				100					5	amu,rar	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Magic Shield - JahSurSurTal - Armageddon	1				100					5	shld,mag	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Rare Shield - JahSurSurTal - Armageddon	1				100					5	shld,rar	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Magic Ring - JahSurSurTal - Armageddon	1				100					5	ring,mag	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Rare Ring - JahSurSurTal - Armageddon	1				100					5	ring,rar	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Magic Boots - JahSurSurTal - Armageddon	1				100					5	boot,mag	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Rare Boots - JahSurSurTal - Armageddon	1				100					5	boot,rar	r31	r29,qty=2	r07				useitem				addxp			1	1	oskill		249	15	25	kill-skill		249	1	50																																																																					0
Magic Weapon - ChamSurLoThul - Hurricane	1				100					5	weap,mag	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Rare Weapon - ChamSurLoThul - Hurricane	1				100					5	weap,rar	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Magic Amu - ChamSurLoThul - Hurricane	1				100					5	amu,mag	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Rare Amu - ChamSurLoThul - Hurricane	1				100					5	amu,rar	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Magic Shield - ChamSurLoThul - Hurricane	1				100					5	shld,mag	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Rare Shield - ChamSurLoThul - Hurricane	1				100					5	shld,rar	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Magic Ring - ChamSurLoThul - Hurricane	1				100					5	ring,mag	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Rare Ring - ChamSurLoThul - Hurricane	1				100					5	ring,rar	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Magic Boots - ChamSurLoThul - Hurricane	1				100					5	boot,mag	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Rare Boots - ChamSurLoThul - Hurricane	1				100					5	boot,rar	r32	r29	r28	r10			useitem				addxp			1	1	oskill		250	15	25	kill-skill		250	1	50																																																																					0
Magic Weapon - SurLoIstIth - Fire Blast	1				100					5	weap,mag	r29	r28	r24	r06			useitem				addxp			1	1	oskill		251	15	25	hit-skill		251	30	30																																																																					0
